|salesorderid|product_name                   |orderqty|unitprice |
|46,652      |Women's Tights, S              |15      |41.2445   |
|57,155      |Women's Mountain Shorts, S     |15      |38.4945   |
|50,756      |Full-Finger Gloves, M          |15      |20.8945   |
|53,552      |Women's Mountain Shorts, L     |15      |38.4945   |
|51,090      |Long-Sleeve Logo Jersey, M     |15      |27.4945   |
|51,090      |Classic Vest, S                |15      |34.925    |
|51,092      |Sport-100 Helmet, Black        |15      |15.7455   |
|47,450      |Road-650 Red, 62               |15      |430.6445  |
|51,092      |Short-Sleeve Classic Jersey, S |15      |29.6945   |
|51,092      |Classic Vest, S                |15      |34.925    |
|51,096      |ML Road Frame-W - Yellow, 44   |15      |327.1565  |
|44,795      |Mountain Bike Socks, M         |15      |5.225     |
|51,109      |Touring-3000 Yellow, 44        |15      |334.0575  |
|51,109      |Short-Sleeve Classic Jersey, XL|15      |29.6945   |
|51,120      |Classic Vest, M                |15      |34.925    |
|51,120      |Half-Finger Gloves, S          |15      |13.4695   |
|53,535      |Touring-1000 Yellow, 60        |15      |953.628   |
|57,057      |Women's Mountain Shorts, S     |15      |38.4945   |
|51,123      |Short-Sleeve Classic Jersey, XL|15      |29.6945   |
|51,131      |Sport-100 Helmet, Black        |15      |15.7455   |
|51,132      |Road-350-W Yellow, 42          |15      |935.5445  |
|51,138      |Touring-3000 Blue, 50          |15      |334.0575  |
|51,140      |Classic Vest, S                |15      |34.925    |
|51,143      |Short-Sleeve Classic Jersey, XL|15      |29.6945   |
|51,151      |Sport-100 Helmet, Black        |15      |15.7455   |
|47,441      |Mountain-200 Black, 42         |15      |1,127.004 |
|57,051      |Classic Vest, S                |15      |34.925    |
|51,160      |Classic Vest, M                |15      |34.925    |
|51,168      |Half-Finger Gloves, M          |15      |13.4695   |
|46,672      |Women's Tights, S              |14      |43.4942   |
|51,154      |Classic Vest, M                |14      |36.83     |
|53,460      |Hydration Pack - 70 oz.        |14      |31.8942   |
|47,365      |Mountain-200 Black, 38         |14      |1,188.477 |
|57,144      |Women's Mountain Shorts, L     |14      |40.5942   |
|46,616      |Road-650 Black, 52             |14      |454.1342  |
|57,046      |Sport-100 Helmet, Black        |14      |20.2942   |
|51,735      |Touring-2000 Blue, 54          |14      |704.613   |
|58,932      |Sport-100 Helmet, Red          |14      |20.2942   |
|57,046      |Short-Sleeve Classic Jersey, XL|14      |31.3142   |
|69,464      |Sport-100 Helmet, Blue         |14      |20.2942   |
|51,090      |Sport-100 Helmet, Red          |14      |15.7455   |
|57,122      |Classic Vest, S                |14      |36.83     |
|53,458      |Touring-3000 Blue, 50          |14      |334.0575  |
|51,090      |Classic Vest, M                |14      |36.83     |
|53,480      |Classic Vest, S                |14      |36.83     |
|47,031      |Long-Sleeve Logo Jersey, L     |14      |27.879    |
|53,536      |Sport-100 Helmet, Black        |14      |20.2942   |
|69,412      |Classic Vest, S                |14      |36.83     |
|53,458      |HL Touring Frame - Yellow, 54  |14      |582.2678  |
|55,297      |Women's Mountain Shorts, L     |14      |40.5942   |
|67,278      |Sport-100 Helmet, Blue         |14      |20.2942   |
|46,616      |Sport-100 Helmet, Blue         |14      |16.8221   |
|53,454      |Classic Vest, S                |14      |36.83     |
|47,359      |Women's Tights, L              |14      |43.4942   |
|47,726      |Full-Finger Gloves, L          |14      |22.0342   |
|55,297      |Short-Sleeve Classic Jersey, XL|14      |31.3142   |
|53,524      |Short-Sleeve Classic Jersey, S |14      |31.3142   |
|51,858      |Touring-3000 Yellow, 62        |14      |334.0575  |
|58,974      |Half-Finger Gloves, M          |14      |14.2042   |
|47,012      |AWC Logo Cap                   |14      |5.0136    |
|53,613      |Hitch Rack - 4-Bike            |14      |69.6      |
|51,160      |Long-Sleeve Logo Jersey, L     |14      |28.9942   |
|69,399      |Classic Vest, S                |14      |36.83     |
|55,303      |Road-350-W Yellow, 40          |14      |986.5742  |
|51,855      |Classic Vest, S                |14      |36.83     |
|58,971      |Sport-100 Helmet, Black        |14      |20.2942   |
|51,105      |Racing Socks, L                |14      |5.2142    |
|46,607      |Road-650 Red, 62               |14      |454.1342  |
|71,839      |Water Bottle - 30 oz.          |14      |2.8942    |
|67,348      |Women's Mountain Shorts, S     |14      |40.5942   |
|51,850      |Sport-100 Helmet, Blue         |14      |20.2942   |
|51,850      |Half-Finger Gloves, S          |14      |14.2042   |
|46,607      |Road-650 Red, 48               |14      |454.1342  |
|51,109      |Half-Finger Gloves, M          |14      |14.2042   |
|51,154      |Long-Sleeve Logo Jersey, M     |14      |28.9942   |
|53,535      |Touring-3000 Blue, 50          |14      |334.0575  |
|47,708      |ML Headset                     |14      |59.3282   |
|51,842      |AWC Logo Cap                   |14      |5.2142    |
|48,341      |Women's Tights, L              |14      |43.4942   |
|67,273      |Bike Wash - Dissolver          |14      |4.611     |
|47,355      |Men's Sports Shorts, M         |14      |34.7942   |
|46,981      |Road-650 Red, 44               |14      |234.897   |
|47,400      |Men's Bib-Shorts, S            |14      |52.1942   |
|51,117      |Racing Socks, M                |14      |5.2142    |
|53,607      |Racing Socks, L                |14      |5.2142    |
|46,997      |Road-650 Black, 52             |14      |454.1342  |
|53,483      |Sport-100 Helmet, Red          |14      |20.2942   |
|69,456      |Women's Mountain Shorts, S     |14      |40.5942   |
|51,120      |Sport-100 Helmet, Black        |14      |15.7455   |
|51,120      |Hydration Pack - 70 oz.        |14      |31.8942   |
|67,347      |Sport-100 Helmet, Red          |14      |20.2942   |
|63,133      |Classic Vest, S                |14      |36.83     |
|53,524      |Sport-100 Helmet, Blue         |14      |20.2942   |
|53,535      |Touring-1000 Yellow, 46        |14      |953.628   |
|57,154      |Long-Sleeve Logo Jersey, L     |14      |28.9942   |
|53,485      |Long-Sleeve Logo Jersey, L     |14      |28.9942   |
|48,077      |Sport-100 Helmet, Blue         |14      |19.5136   |
|47,355      |Half-Finger Gloves, M          |14      |13.6579   |
|55,243      |Sport-100 Helmet, Black        |14      |20.2942   |
|53,606      |Women's Mountain Shorts, L     |14      |40.5942   |
|47,441      |Mountain-200 Black, 38         |14      |1,188.477 |
|63,291      |Mountain-200 Silver, 46        |14      |1,345.5942|
|45,553      |Mountain Bike Socks, M         |14      |5.51      |
|69,526      |Hitch Rack - 4-Bike            |14      |69.6      |
|46,062      |AWC Logo Cap                   |14      |5.0136    |
|50,218      |Sport-100 Helmet, Black        |14      |19.5136   |
|51,160      |HL Crankset                    |14      |234.8942  |
|45,047      |Road-650 Black, 52             |14      |405.477   |
|53,534      |Racing Socks, M                |14      |5.2142    |
|51,124      |LL Mountain Frame - Silver, 42 |14      |153.149   |
|51,832      |AWC Logo Cap                   |14      |5.2142    |
|51,832      |Women's Mountain Shorts, S     |14      |40.5942   |
|51,124      |Mountain-200 Silver, 38        |14      |1,345.5942|
|46,645      |Full-Finger Gloves, L          |14      |22.0342   |
|69,526      |Short-Sleeve Classic Jersey, XL|14      |31.3142   |
|51,126      |Touring-3000 Yellow, 62        |14      |334.0575  |
|46,957      |Sport-100 Helmet, Red          |14      |19.5136   |
|55,309      |Classic Vest, S                |14      |36.83     |
|55,311      |Classic Vest, S                |14      |36.83     |
|47,004      |Long-Sleeve Logo Jersey, L     |14      |27.879    |
|51,830      |Racing Socks, L                |14      |5.2142    |
|46,647      |ML Mountain Frame - Black, 48  |14      |202.2808  |
|51,828      |Classic Vest, S                |14      |36.83     |
|50,226      |Sport-100 Helmet, Blue         |14      |19.5136   |
|57,046      |Sport-100 Helmet, Red          |14      |20.2942   |
|51,828      |AWC Logo Cap                   |14      |5.2142    |
|53,524      |Short-Sleeve Classic Jersey, XL|14      |31.3142   |
|51,131      |Sport-100 Helmet, Blue         |14      |15.7455   |
|51,153      |Road-350-W Yellow, 40          |14      |986.5742  |
|47,369      |Road-650 Black, 58             |14      |454.1342  |
|51,131      |AWC Logo Cap                   |14      |5.2142    |
|49,498      |Road-650 Red, 48               |14      |454.1342  |
|57,154      |Classic Vest, S                |14      |36.83     |
|46,385      |Road-650 Black, 52             |14      |405.477   |
|58,971      |Short-Sleeve Classic Jersey, L |14      |31.3142   |
|67,339      |Bike Wash - Dissolver          |14      |4.611     |
|50,245      |AWC Logo Cap                   |14      |5.0136    |
|69,522      |AWC Logo Cap                   |14      |5.2142    |
|43,884      |Mountain-100 Silver, 42        |14      |1,971.9942|
|51,789      |Short-Sleeve Classic Jersey, S |14      |31.3142   |
|49,501      |Full-Finger Gloves, L          |14      |22.0342   |
|47,004      |AWC Logo Cap                   |14      |5.0136    |
|51,169      |AWC Logo Cap                   |14      |5.2142    |
|51,775      |Racing Socks, M                |14      |5.2142    |
|51,169      |Sport-100 Helmet, Blue         |14      |15.7455   |
|49,513      |Full-Finger Gloves, L          |14      |22.0342   |
|69,533      |Women's Mountain Shorts, S     |14      |40.5942   |
|51,140      |Long-Sleeve Logo Jersey, L     |14      |28.9942   |
|50,280      |AWC Logo Cap                   |14      |5.0136    |
|47,694      |Road-650 Red, 60               |14      |454.1342  |
|57,125      |Long-Sleeve Logo Jersey, L     |14      |28.9942   |
|51,140      |Hitch Rack - 4-Bike            |14      |69.6      |
|51,773      |Short-Sleeve Classic Jersey, XL|14      |31.3142   |
|69,522      |Classic Vest, M                |14      |36.83     |
|51,769      |Road-350-W Yellow, 40          |14      |986.5742  |
|58,958      |AWC Logo Cap                   |14      |5.2142    |
|67,268      |Classic Vest, S                |14      |36.83     |
|45,341      |Mountain Bike Socks, M         |14      |5.51      |
|47,422      |Sport-100 Helmet, Red          |14      |19.5136   |
|51,140      |Bike Wash - Dissolver          |14      |4.611     |
|65,164      |Classic Vest, S                |14      |36.83     |
|69,540      |Short-Sleeve Classic Jersey, XL|14      |31.3142   |
|51,721      |ML Mountain Handlebars         |14      |35.9136   |
|53,513      |Half-Finger Gloves, M          |14      |14.2042   |
|67,325      |Long-Sleeve Logo Jersey, L     |14      |28.9942   |
|51,143      |Sport-100 Helmet, Red          |14      |15.7455   |
|51,169      |Hydration Pack - 70 oz.        |14      |31.8942   |
|48,336      |Sport-100 Helmet, Blue         |14      |19.5136   |
|67,325      |Bike Wash - Dissolver          |14      |4.611     |
|51,143      |Half-Finger Gloves, M          |14      |14.2042   |
|48,033      |Road-650 Red, 44               |14      |454.1342  |
|57,051      |Bike Wash - Dissolver          |14      |4.611     |
|69,444      |Water Bottle - 30 oz.          |14      |2.8942    |
|47,666      |Full-Finger Gloves, L          |14      |22.0342   |
|53,530      |Sport-100 Helmet, Red          |14      |20.2942   |
|65,312      |Women's Mountain Shorts, S     |14      |40.5942   |
|53,530      |Classic Vest, M                |14      |36.83     |
|51,748      |Hydration Pack - 70 oz.        |14      |31.8942   |
|65,310      |Classic Vest, S                |14      |36.83     |
|55,275      |Women's Mountain Shorts, L     |14      |40.5942   |
|55,294      |Short-Sleeve Classic Jersey, L |14      |31.3142   |
|47,369      |Road-650 Red, 44               |14      |454.1342  |
|51,147      |Long-Sleeve Logo Jersey, L     |14      |28.9942   |
|51,748      |Long-Sleeve Logo Jersey, L     |14      |28.9942   |
|67,316      |AWC Logo Cap                   |14      |5.2142    |
|57,051      |Sport-100 Helmet, Blue         |14      |20.2942   |
|51,154      |Hitch Rack - 4-Bike            |14      |69.6      |
|51,721      |Sport-100 Helmet, Black        |14      |20.2942   |
|47,012      |Men's Bib-Shorts, M            |14      |52.1942   |
|65,207      |Classic Vest, S                |14      |36.83     |
|67,316      |Sport-100 Helmet, Black        |14      |20.2942   |
|51,748      |Classic Vest, M                |14      |36.83     |
|51,151      |Classic Vest, S                |14      |36.83     |
|53,530      |Half-Finger Gloves, M          |14      |14.2042   |
|71,844      |Hitch Rack - 4-Bike            |14      |69.6      |
|53,527      |Classic Vest, S                |14      |36.83     |
|69,520      |Women's Mountain Shorts, L     |14      |40.5942   |
|47,663      |Road-650 Red, 44               |14      |454.1342  |
|47,369      |Sport-100 Helmet, Black        |14      |19.5136   |
|50,663      |Sport-100 Helmet, Blue         |14      |19.5136   |
|51,157      |AWC Logo Cap                   |14      |5.2142    |
|71,794      |Short-Sleeve Classic Jersey, L |14      |31.3142   |
|71,794      |Front Derailleur               |14      |53.0642   |
|46,657      |AWC Logo Cap                   |14      |5.0136    |
|50,663      |AWC Logo Cap                   |14      |5.0136    |
|55,323      |Half-Finger Gloves, M          |14      |14.2042   |
|71,794      |Sport-100 Helmet, Red          |14      |20.2942   |
|55,252      |Classic Vest, S                |14      |36.83     |
|57,086      |AWC Logo Cap                   |14      |5.2142    |
|69,437      |Hitch Rack - 4-Bike            |14      |69.6      |
|51,739      |Hydration Pack - 70 oz.        |14      |31.8942   |
|49,831      |Sport-100 Helmet, Red          |14      |19.5136   |
|55,323      |Sport-100 Helmet, Red          |14      |20.2942   |
|61,240      |Classic Vest, S                |14      |36.83     |
|69,511      |Water Bottle - 30 oz.          |14      |2.8942    |
|71,801      |Short-Sleeve Classic Jersey, XL|14      |31.3142   |
|47,400      |HL Fork                        |14      |133.1042  |
|65,189      |Classic Vest, S                |14      |36.83     |
|71,921      |Racing Socks, L                |14      |5.2142    |
|55,254      |Water Bottle - 30 oz.          |14      |2.8942    |
|48,755      |Full-Finger Gloves, M          |14      |22.0342   |
|47,400      |Cable Lock                     |14      |14.5      |
|47,400      |Sport-100 Helmet, Black        |14      |19.5136   |
|65,238      |Long-Sleeve Logo Jersey, L     |14      |28.9942   |
|71,923      |Racing Socks, L                |14      |5.2142    |
|71,805      |Short-Sleeve Classic Jersey, L |14      |31.3142   |
|55,254      |Sport-100 Helmet, Blue         |14      |20.2942   |
|47,980      |Road-650 Black, 52             |14      |454.1342  |
|51,168      |Sport-100 Helmet, Black        |14      |15.7455   |
|46,657      |Long-Sleeve Logo Jersey, L     |14      |27.879    |
|48,333      |Full-Finger Gloves, L          |14      |22.0342   |
|48,295      |Long-Sleeve Logo Jersey, M     |14      |27.879    |
|71,841      |Women's Mountain Shorts, L     |14      |40.5942   |
|48,295      |Road-650 Red, 44               |14      |454.1342  |
|69,426      |Bike Wash - Dissolver          |14      |4.611     |
|71,808      |Short-Sleeve Classic Jersey, L |14      |31.3142   |
|69,560      |Women's Mountain Shorts, L     |14      |40.5942   |
|50,668      |Full-Finger Gloves, L          |14      |22.0342   |
|46,657      |Sport-100 Helmet, Black        |14      |16.8221   |
|55,249      |Short-Sleeve Classic Jersey, XL|14      |31.3142   |
|55,324      |Half-Finger Gloves, M          |14      |14.2042   |
|71,936      |Women's Mountain Shorts, S     |14      |40.5942   |
|53,570      |Short-Sleeve Classic Jersey, S |14      |31.3142   |
|71,829      |Women's Mountain Shorts, L     |14      |40.5942   |
|48,363      |Long-Sleeve Logo Jersey, L     |14      |27.879    |
|69,540      |Sport-100 Helmet, Black        |14      |20.2942   |
|69,511      |Hydration Pack - 70 oz.        |14      |31.8942   |
|57,067      |Water Bottle - 30 oz.          |14      |2.8942    |
|71,830      |AWC Logo Cap                   |14      |5.2142    |
|48,378      |AWC Logo Cap                   |14      |5.0136    |
|49,100      |Road-650 Red, 44               |14      |454.1342  |
|55,249      |Hitch Rack - 4-Bike            |14      |69.6      |
|57,046      |Bike Wash - Dissolver          |14      |4.611     |
|55,324      |Short-Sleeve Classic Jersey, L |14      |31.3142   |
|61,248      |Classic Vest, S                |14      |36.83     |
|49,100      |Road-650 Red, 60               |14      |454.1342  |
|71,839      |Short-Sleeve Classic Jersey, L |14      |31.3142   |
|55,268      |Classic Vest, S                |14      |36.83     |
|71,839      |AWC Logo Cap                   |14      |5.2142    |
|49,848      |Full-Finger Gloves, L          |14      |22.0342   |
|69,426      |Long-Sleeve Logo Jersey, L     |14      |28.9942   |
|69,426      |Hitch Rack - 4-Bike            |14      |69.6      |
|48,005      |Sport-100 Helmet, Black        |14      |19.5136   |
|49,849      |Full-Finger Gloves, M          |14      |22.0342   |
|57,061      |Hitch Rack - 4-Bike            |14      |69.6      |
|58,943      |Road-350-W Yellow, 48          |14      |986.5742  |
|71,851      |Classic Vest, S                |14      |36.83     |
|53,524      |Water Bottle - 30 oz.          |14      |2.8942    |
|47,716      |Long-Sleeve Logo Jersey, L     |14      |27.879    |
|53,465      |Half-Finger Gloves, M          |14      |14.2042   |
|51,711      |HL Mountain Pedal              |14      |46.9742   |
|69,479      |Classic Vest, S                |14      |36.83     |
|53,616      |Road-350-W Yellow, 48          |14      |986.5742  |
|55,328      |Classic Vest, M                |14      |36.83     |
|51,157      |Bike Wash - Dissolver          |14      |4.611     |
|53,465      |Half-Finger Gloves, S          |14      |14.2042   |
|55,277      |Women's Mountain Shorts, S     |14      |40.5942   |
|55,294      |Classic Vest, S                |14      |36.83     |
|63,283      |Women's Mountain Shorts, L     |14      |40.5942   |
|53,465      |Long-Sleeve Logo Jersey, M     |14      |28.9942   |
|57,122      |Long-Sleeve Logo Jersey, L     |14      |28.9942   |
|47,365      |Women's Tights, S              |14      |43.4942   |
|58,943      |Road-350-W Yellow, 40          |14      |986.5742  |
|50,727      |Road-650 Red, 60               |14      |454.1342  |
|47,708      |ML Mountain Frame - Black, 48  |14      |202.2808  |
|46,607      |Road-550-W Yellow, 48          |14      |580.2538  |
|53,563      |Racing Socks, L                |14      |5.2142    |
|57,168      |Racing Socks, L                |14      |5.2142    |
|46,607      |Road-650 Red, 60               |14      |454.1342  |
|71,949      |Short-Sleeve Classic Jersey, L |14      |31.3142   |
|53,562      |Classic Vest, S                |14      |36.83     |
|46,993      |AWC Logo Cap                   |14      |5.0136    |
|69,422      |Sport-100 Helmet, Black        |14      |20.2942   |
|53,465      |Bike Wash - Dissolver          |14      |4.611     |
|58,918      |Hitch Rack - 4-Bike            |13      |69.6      |
|61,195      |Road-350-W Yellow, 48          |13      |986.5742  |
|55,248      |Classic Vest, S                |13      |36.83     |
|59,021      |Women's Mountain Shorts, S     |13      |40.5942   |
|71,839      |Sport-100 Helmet, Red          |13      |20.2942   |
|59,012      |Classic Vest, S                |13      |36.83     |
|51,739      |Front Derailleur               |13      |53.0642   |
|71,844      |Sport-100 Helmet, Blue         |13      |20.2942   |
|55,269      |Sport-100 Helmet, Red          |13      |20.2942   |
|51,739      |Long-Sleeve Logo Jersey, M     |13      |28.9942   |
|57,099      |Classic Vest, S                |13      |36.83     |
|58,909      |Road-350-W Yellow, 40          |13      |986.5742  |
|46,953      |Sport-100 Helmet, Blue         |13      |19.5136   |
|71,886      |Women's Mountain Shorts, L     |13      |40.5942   |
|71,889      |Sport-100 Helmet, Blue         |13      |20.2942   |
|46,953      |Long-Sleeve Logo Jersey, M     |13      |27.879    |
|69,522      |Sport-100 Helmet, Black        |13      |20.2942   |
|61,215      |Racing Socks, L                |13      |5.2142    |
|71,935      |Racing Socks, L                |13      |5.2142    |
|48,359      |Road-650 Red, 44               |13      |454.1342  |
|69,505      |Women's Mountain Shorts, S     |13      |40.5942   |
|49,166      |Full-Finger Gloves, M           |13      |22.0342   |
|47,681      |Full-Finger Gloves, M           |13      |22.0342   |
|46,652      |Minipump                        |13      |11.5942   |
|69,464      |Water Bottle - 30 oz.           |13      |2.8942    |
|57,105      |Mountain-200 Silver, 38         |13      |1,345.5942|
|49,490      |Women's Tights, L               |13      |43.4942   |
|69,454      |Short-Sleeve Classic Jersey, XL |13      |31.3142   |
|46,957      |Full-Finger Gloves, M           |13      |22.0342   |
|55,287      |Women's Mountain Shorts, L      |13      |40.5942   |
|55,291      |Touring-1000 Yellow, 60         |13      |1,382.7606|
|46,672      |Long-Sleeve Logo Jersey, M      |13      |27.879    |
|58,981      |AWC Logo Cap                    |13      |5.2142    |
|69,444      |Short-Sleeve Classic Jersey, XL |13      |31.3142   |
|49,827      |Men's Sports Shorts, M          |13      |34.7942   |
|47,712      |Road-650 Black, 52              |13      |454.1342  |
|69,437      |Sport-100 Helmet, Blue          |13      |20.2942   |
|69,437      |Women's Mountain Shorts, S      |13      |40.5942   |
|58,909      |Road-350-W Yellow, 48           |13      |986.5742  |
|49,831      |Sport-100 Helmet, Black         |13      |19.5136   |
|46,967      |Minipump                        |13      |11.5942   |
|55,294      |Sport-100 Helmet, Black         |13      |20.2942   |
|48,321      |Full-Finger Gloves, M           |13      |22.0342   |
|55,294      |Half-Finger Gloves, M           |13      |14.2042   |
|49,844      |Road-650 Red, 60                |13      |454.1342  |
|61,248      |Short-Sleeve Classic Jersey, XL |13      |31.3142   |
|48,311      |Road-650 Red, 44                |13      |454.1342  |
|51,731      |Racing Socks, L                 |13      |5.2142    |
|58,920      |Road-350-W Yellow, 48           |13      |986.5742  |
|69,422      |Classic Vest, S                 |13      |36.83     |
|49,865      |Road-650 Red, 62                |13      |454.1342  |
|69,422      |Hydration Pack - 70 oz.         |13      |31.8942   |
|53,616      |Bike Wash - Dissolver           |13      |4.611     |
|69,422      |Short-Sleeve Classic Jersey, XL |13      |31.3142   |
|55,295      |Racing Socks, L                 |13      |5.2142    |
|55,297      |Classic Vest, M                 |13      |36.83     |
|55,297      |Sport-100 Helmet, Blue          |13      |20.2942   |
|53,518      |Water Bottle - 30 oz.           |13      |2.8942    |
|58,971      |Classic Vest, S                 |13      |36.83     |
|55,309      |Bike Wash - Dissolver           |13      |4.611     |
|50,203      |Road-650 Black, 58              |13      |454.1342  |
|46,616      |ML Road Frame-W - Yellow, 44    |13      |313.6376  |
|58,908      |Water Bottle - 30 oz.           |13      |2.8942    |
|67,347      |Sport-100 Helmet, Black         |13      |20.2942   |
|43,875      |Mountain-100 Black, 38          |13      |1,957.4942|
|50,222      |Long-Sleeve Logo Jersey, M      |13      |27.879    |
|50,222      |Road-650 Red, 60                |13      |454.1342  |
|63,149      |Women's Mountain Shorts, S      |13      |40.5942   |
|67,343      |Sport-100 Helmet, Red           |13      |20.2942   |
|47,400      |Long-Sleeve Logo Jersey, XL     |13      |27.879    |
|53,598      |Racing Socks, L                 |13      |5.2142    |
|50,236      |Full-Finger Gloves, L           |13      |22.0342   |
|55,311      |Short-Sleeve Classic Jersey, XL |13      |31.3142   |
|67,339      |Hitch Rack - 4-Bike             |13      |69.6      |
|67,339      |Short-Sleeve Classic Jersey, XL |13      |31.3142   |
|50,280      |Sport-100 Helmet, Blue          |13      |19.5136   |
|58,963      |Women's Mountain Shorts, S      |13      |40.5942   |
|48,306      |Mountain-200 Silver, 42         |13      |1,201.4234|
|47,705      |Road-650 Red, 62                |13      |454.1342  |
|50,301      |Full-Finger Gloves, L           |13      |22.0342   |
|48,299      |Long-Sleeve Logo Jersey, L      |13      |27.879    |
|67,324      |Water Bottle - 30 oz.           |13      |2.8942    |
|50,311      |Road-650 Red, 44                |13      |454.1342  |
|67,324      |Hydration Pack - 70 oz.         |13      |31.8942   |
|48,295      |Men's Bib-Shorts, M             |13      |52.1942   |
|50,662      |Full-Finger Gloves, L           |13      |22.0342   |
|51,721      |Short-Sleeve Classic Jersey, S  |13      |31.3142   |
|51,721      |Mountain-200 Black, 38          |13      |1,331.0942|
|46,987      |LL Mountain Front Wheel         |13      |35.2321   |
|67,316      |Sport-100 Helmet, Red           |13      |20.2942   |
|50,663      |Women's Tights, S               |13      |43.4942   |
|67,314      |Bike Wash - Dissolver           |13      |4.611     |
|47,696      |ML Headset                      |13      |59.3282   |
|47,422      |Road-650 Red, 60                |13      |454.1342  |
|53,573      |Mountain-200 Silver, 38         |13      |1,345.5942|
|55,324      |Short-Sleeve Classic Jersey, XL |13      |31.3142   |
|46,616      |Road-650 Black, 58              |13      |454.1342  |
|67,305      |Short-Sleeve Classic Jersey, XL |13      |31.3142   |
|53,570      |Half-Finger Gloves, M           |13      |14.2042   |
|50,676      |Full-Finger Gloves, L           |13      |22.0342   |
|46,669      |Road-650 Black, 58              |13      |454.1342  |
|67,294      |Short-Sleeve Classic Jersey, XL |13      |31.3142   |
|58,944      |Women's Mountain Shorts, L      |13      |40.5942   |
|67,290      |Racing Socks, L                 |13      |5.2142    |
|63,216      |Classic Vest, S                 |13      |36.83     |
|67,289      |Short-Sleeve Classic Jersey, L  |13      |31.3142   |
|53,472      |Short-Sleeve Classic Jersey, L  |13      |31.3142   |
|53,570      |Bike Wash - Dissolver           |13      |4.611     |
|53,472      |Bike Wash - Dissolver           |13      |4.611     |
|53,472      |Road-550-W Yellow, 38           |13      |649.8842  |
|48,066      |Full-Finger Gloves, L           |13      |22.0342   |
|46,988      |Road-650 Red, 44                |13      |234.897   |
|53,568      |Racing Socks, L                 |13      |5.2142    |
|65,195      |Women's Mountain Shorts, L      |13      |40.5942   |
|44,547      |Road-450 Red, 58                |13      |845.6342  |
|67,289      |Short-Sleeve Classic Jersey, XL |13      |31.3142   |
|48,036      |Road-650 Red, 48                |13      |454.1342  |
|53,465      |Women's Mountain Shorts, L      |13      |40.5942   |
|53,465      |Water Bottle - 30 oz.           |13      |2.8942    |
|50,743      |Full-Finger Gloves, M           |13      |22.0342   |
|67,289      |AWC Logo Cap                    |13      |5.2142    |
|53,464      |Racing Socks, L                 |13      |5.2142    |
|46,993      |Men's Sports Shorts, M          |13      |34.7942   |
|46,993      |Women's Tights, L               |13      |43.4942   |
|67,284      |Women's Mountain Shorts, L      |13      |40.5942   |
|53,458      |Touring-3000 Yellow, 50         |13      |334.0575  |
|53,458      |Short-Sleeve Classic Jersey, XL |13      |31.3142   |
|65,200      |Women's Mountain Shorts, S      |13      |40.5942   |
|47,359      |Sport-100 Helmet, Blue          |13      |19.5136   |
|51,703      |Sport-100 Helmet, Red           |13      |20.2942   |
|51,092      |Road-750 Black, 52              |13      |313.1942  |
|51,160      |Sport-100 Helmet, Black         |13      |15.7455   |
|48,089      |Full-Finger Gloves, M           |13      |22.0342   |
|67,277      |Women's Mountain Shorts, S      |13      |40.5942   |
|51,857      |Front Brakes                    |13      |61.77     |
|67,276      |Women's Mountain Shorts, S      |13      |40.5942   |
|43,898      |Road-650 Black, 52              |13      |405.477   |
|51,850      |Long-Sleeve Logo Jersey, M      |13      |28.9942   |
|51,108      |Short-Sleeve Classic Jersey, XL |13      |31.3142   |
|51,168      |Classic Vest, M                 |13      |36.83     |
|58,931      |Hydration Pack - 70 oz.         |13      |31.8942   |
|67,274      |Women's Mountain Shorts, L      |13      |40.5942   |
|51,845      |Short-Sleeve Classic Jersey, XL |13      |31.3142   |
|51,168      |Short-Sleeve Classic Jersey, S  |13      |31.3142   |
|51,839      |Water Bottle - 30 oz.           |13      |2.8942    |
|47,355      |Minipump                        |13      |11.5942   |
|51,117      |Racing Socks, L                 |13      |5.2142    |
|46,616      |Road-650 Red, 44                |13      |234.897   |
|58,931      |Classic Vest, M                 |13      |36.83     |
|51,837      |Touring-1000 Blue, 60           |13      |1,382.7606|
|51,837      |Sport-100 Helmet, Blue          |13      |20.2942   |
|47,004      |Women's Tights, L               |13      |43.4942   |
|63,291      |Women's Mountain Shorts, S      |13      |40.5942   |
|58,927      |Road-350-W Yellow, 48           |13      |986.5742  |
|53,485      |Hitch Rack - 4-Bike             |13      |69.6      |
|51,123      |Short-Sleeve Classic Jersey, L  |13      |31.3142   |
|51,160      |HL Mountain Pedal               |13      |46.9742   |
|51,123      |Long-Sleeve Logo Jersey, M      |13      |28.9942   |
|51,126      |Touring-3000 Blue, 50           |13      |334.0575  |
|47,004      |Women's Tights, S               |13      |43.4942   |
|51,126      |Touring-1000 Blue, 46           |13      |1,382.7606|
|51,830      |Classic Vest, S                 |13      |36.83     |
|57,023      |Bike Wash - Dissolver           |13      |4.611     |
|46,616      |AWC Logo Cap                    |13      |5.0136    |
|53,485      |Short-Sleeve Classic Jersey, XL |13      |31.3142   |
|51,826      |Touring-1000 Blue, 60           |13      |1,382.7606|
|51,824      |Women's Mountain Shorts, L      |13      |40.5942   |
|51,822      |LL Mountain Frame - Silver, 42  |13      |153.149   |
|51,814      |Touring-1000 Blue, 46           |13      |1,382.7606|
|51,814      |Touring-1000 Yellow, 60         |13      |953.628   |
|48,077      |Women's Tights, L               |13      |43.4942   |
